"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"22.02.2021","97,48","94,87","98,20","93,74","775,89K","3,72%"
"19.02.2021","93,98","91,41","94,21","91,34","1,08M","3,17%"
"18.02.2021","91,09","92,67","92,67","89,40","746,67K","-2,53%"
"17.02.2021","93,45","97,00","97,09","93,03","1,10M","-4,23%"
"16.02.2021","97,58","96,64","97,88","95,76","800,41K","1,49%"
"12.02.2021","96,15","96,84","97,28","95,37","539,78K","-1,61%"
"11.02.2021","97,72","95,49","97,76","94,52","671,81K","1,94%"
"10.02.2021","95,86","94,84","97,02","93,14","617,62K","2,21%"
"09.02.2021","93,79","94,51","95,19","93,58","719,52K","-1,52%"
"08.02.2021","95,24","95,93","96,47","94,34","917,16K","0,05%"
"05.02.2021","95,19","94,03","95,32","93,40","774,06K","2,79%"
"04.02.2021","92,61","88,52","93,04","88,52","1,28M","5,72%"
"03.02.2021","87,60","86,44","88,50","85,43","824,87K","2,32%"
"02.02.2021","85,61","84,29","87,00","83,95","2,04M","3,83%"
"01.02.2021","82,45","84,70","84,99","78,76","3,21M","-3,30%"
"29.01.2021","85,26","88,09","88,83","84,41","880,51K","-3,90%"
"28.01.2021","88,72","86,86","90,43","86,02","1,11M","4,24%"
"27.01.2021","85,11","88,71","89,00","84,67","1,55M","-7,00%"
"26.01.2021","91,52","96,36","96,36","91,33","960,92K","-4,52%"
"25.01.2021","95,85","96,90","97,70","93,29","986,79K","-1,98%"
"24.01.2021","97,79","97,79","97,79","97,79","-","0,00%"
"22.01.2021","97,79","97,81","99,69","96,83","692,75K","-1,60%"
"21.01.2021","99,38","100,27","100,27","98,60","692,02K","0,15%"
"20.01.2021","99,23","98,00","100,73","97,69","701,88K","1,96%"
"19.01.2021","97,32","101,02","101,65","96,74","751,38K","-2,95%"
"15.01.2021","100,28","100,05","101,65","98,25","755,78K","-0,94%"
"14.01.2021","101,23","105,17","105,78","100,88","917,68K","-3,44%"
"13.01.2021","104,84","107,75","107,75","104,67","719,75K","-3,63%"
"12.01.2021","108,79","105,57","108,82","104,80","738,33K","4,03%"
"11.01.2021","104,58","101,83","105,21","101,24","595,71K","0,59%"
"10.01.2021","103,97","103,97","103,97","103,97","-","0,00%"
"09.01.2021","103,97","103,97","103,97","103,97","-","0,00%"
"08.01.2021","103,97","105,84","105,90","102,78","873,41K","-1,45%"
"07.01.2021","105,50","103,73","107,78","103,10","1,40M","2,66%"
"06.01.2021","102,77","98,00","104,07","97,67","1,29M","6,37%"
"05.01.2021","96,62","95,99","97,88","95,48","1,09M","0,12%"
"04.01.2021","96,50","97,34","97,48","93,70","2,44M","2,78%"
"31.12.2020","93,89","94,60","95,72","93,56","491,81K","-1,71%"
"30.12.2020","95,52","95,42","96,88","94,84","417,76K","2,23%"
"29.12.2020","93,44","94,21","94,21","92,63","428,51K","-1,55%"
"28.12.2020","94,91","94,62","96,03","93,95","513,48K","1,16%"
"24.12.2020","93,82","94,62","94,62","92,44","295,68K","-0,80%"
"23.12.2020","94,58","92,62","95,14","92,62","670,21K","3,16%"
"22.12.2020","91,68","94,51","94,51","91,26","653,18K","-3,13%"
"21.12.2020","94,64","92,36","95,70","92,36","901,38K","-0,65%"
"18.12.2020","95,26","95,75","97,46","94,45","1,45M","-1,18%"
"17.12.2020","96,40","94,65","97,12","93,32","890,88K","2,16%"
"16.12.2020","94,36","95,41","96,00","92,99","977,77K","-1,22%"
"15.12.2020","95,53","94,20","95,55","92,60","635,58K","2,06%"
"14.12.2020","93,60","95,63","96,13","93,39","1,17M","-0,77%"
"11.12.2020","94,33","96,29","96,70","92,94","909,22K","-0,33%"
"10.12.2020","94,64","94,31","96,09","93,13","1,19M","1,05%"
"09.12.2020","93,66","91,81","94,44","90,58","1,24M","2,16%"
"08.12.2020","91,68","90,44","92,78","90,32","1,26M","-0,63%"
"07.12.2020","92,26","90,89","92,68","89,87","1,07M","0,80%"
"04.12.2020","91,53","88,74","91,75","87,58","2,05M","3,85%"
"03.12.2020","88,14","84,44","90,95","82,53","2,39M","5,82%"
"02.12.2020","83,29","80,24","84,10","79,51","1,61M","1,82%"
"01.12.2020","81,80","82,99","84,02","80,54","1,96M","2,91%"
"30.11.2020","79,49","83,82","84,02","79,45","1,39M","-5,22%"
"27.11.2020","83,87","85,00","85,02","83,14","633,66K","-1,00%"
"25.11.2020","84,72","84,57","84,93","82,83","1,13M","-1,92%"
"24.11.2020","86,38","84,88","87,36","83,00","1,50M","6,51%"
"23.11.2020","81,10","78,59","81,40","77,83","1,11M","5,65%"
"22.11.2020","76,76","76,76","76,76","76,76","-","0,00%"
"20.11.2020","76,76","78,54","79,00","75,10","1,07M","-2,56%"
"19.11.2020","78,78","77,16","80,32","76,05","1,09M","0,14%"
"18.11.2020","78,67","79,50","81,13","78,48","988,92K","-0,34%"
"17.11.2020","78,94","74,30","79,41","74,00","1,46M","4,53%"
"16.11.2020","75,52","74,00","75,77","72,43","1,59M","7,75%"
"15.11.2020","70,09","70,09","70,09","70,09","-","0,00%"
"14.11.2020","70,09","70,09","70,09","70,09","-","0,00%"
"13.11.2020","70,09","66,59","70,64","66,59","779,56K","7,22%"
"12.11.2020","65,37","67,48","67,83","64,27","1,15M","-3,36%"
"11.11.2020","67,64","72,89","72,94","67,03","1,63M","-5,92%"
"10.11.2020","71,90","71,30","73,36","70,70","1,22M","1,50%"
"09.11.2020","70,84","66,77","73,24","66,77","2,40M","19,86%"
"06.11.2020","59,10","61,97","62,99","58,82","1,37M","-5,35%"
"05.11.2020","62,44","61,86","62,70","60,84","1,19M","2,23%"
"04.11.2020","61,08","62,10","63,15","60,62","983,66K","-3,35%"
"03.11.2020","63,20","60,76","63,91","60,53","1,34M","5,74%"
"02.11.2020","59,77","59,33","61,29","58,67","1,75M","2,54%"
"30.10.2020","58,29","61,19","61,30","57,35","1,45M","-4,63%"
"29.10.2020","61,12","58,46","61,74","57,57","2,27M","4,46%"
"28.10.2020","58,51","59,00","60,29","58,37","984,24K","-4,07%"
"27.10.2020","60,99","61,82","63,30","60,94","670,02K","-2,07%"
"26.10.2020","62,28","64,56","64,56","61,09","1,07M","-4,10%"
"23.10.2020","64,94","65,88","65,88","63,76","943,75K","-0,06%"
"22.10.2020","64,98","62,01","64,98","61,83","912,17K","5,80%"
"21.10.2020","61,42","61,07","62,75","60,78","848,40K","-0,28%"
"20.10.2020","61,59","62,56","64,06","61,22","804,67K","-0,74%"
"19.10.2020","62,05","62,89","64,20","62,02","1,17M","-0,18%"
"16.10.2020","62,16","64,21","64,63","62,09","1,15M","-2,66%"
"15.10.2020","63,86","61,45","63,96","60,61","1,04M","2,65%"
"14.10.2020","62,21","63,09","63,74","61,88","730,74K","-0,53%"
"13.10.2020","62,54","65,49","65,97","62,07","1,56M","-4,65%"
"12.10.2020","65,59","65,68","66,40","65,17","754,13K","-0,82%"
"09.10.2020","66,13","68,10","68,48","65,54","1,11M","-2,19%"
"08.10.2020","67,61","64,86","67,63","64,74","969,47K","4,92%"
"07.10.2020","64,44","63,25","64,79","62,72","1,18M","4,54%"
"06.10.2020","61,64","64,68","65,32","61,35","884,02K","-3,37%"
"05.10.2020","63,79","62,89","64,34","62,20","934,39K","2,69%"
"02.10.2020","62,12","58,57","62,24","58,34","1,12M","2,53%"
"01.10.2020","60,59","60,82","61,34","59,71","1,26M","1,59%"
"30.09.2020","59,64","59,50","61,12","59,33","1,71M","1,62%"
"29.09.2020","58,69","61,40","61,40","58,62","1,13M","-5,17%"
"28.09.2020","61,89","63,03","63,30","61,69","1,34M","0,63%"
"25.09.2020","61,50","61,40","61,97","60,88","952,07K","-0,61%"
"24.09.2020","61,88","61,80","62,58","59,68","1,21M","-0,32%"
"23.09.2020","62,08","65,50","66,06","61,96","958,12K","-3,54%"
"22.09.2020","64,36","64,70","65,70","63,42","1,40M","-0,49%"
"21.09.2020","64,68","65,91","66,41","63,73","1,45M","-5,55%"
"18.09.2020","68,48","70,01","71,20","67,33","2,61M","-2,88%"
"17.09.2020","70,51","70,53","72,19","69,31","1,08M","-2,18%"
"16.09.2020","72,08","71,46","73,57","71,07","1,52M","1,62%"
"15.09.2020","70,93","72,01","72,11","69,08","1,49M","-0,66%"
"14.09.2020","71,40","67,78","71,95","67,68","1,56M","6,46%"
"11.09.2020","67,07","67,45","67,75","66,08","1,18M","0,03%"
"10.09.2020","67,05","66,11","68,01","65,96","1,41M","3,11%"
"09.09.2020","65,03","65,27","66,15","63,89","1,13M","-1,53%"
"08.09.2020","66,04","62,05","67,81","62,05","2,06M","4,13%"
"04.09.2020","63,42","62,73","63,92","60,96","1,79M","3,21%"
"03.09.2020","61,45","61,65","64,58","60,83","3,32M","3,26%"
"02.09.2020","59,51","58,54","60,59","58,24","2,41M","3,23%"
"01.09.2020","57,65","55,24","57,65","54,16","1,56M","3,39%"
"31.08.2020","55,76","56,79","56,79","55,47","1,11M","-2,59%"
"28.08.2020","57,24","55,32","57,34","54,79","956,37K","3,98%"
"27.08.2020","55,05","53,75","55,63","53,75","955,92K","3,83%"
"26.08.2020","53,02","54,29","54,57","53,00","825,57K","-2,10%"
"25.08.2020","54,16","54,40","54,96","53,03","905,86K","0,93%"
"24.08.2020","53,66","50,28","53,69","50,28","1,53M","7,04%"
"21.08.2020","50,13","50,27","50,70","49,60","616,20K","-0,10%"
"20.08.2020","50,18","50,49","51,99","50,16","820,30K","-1,68%"
"19.08.2020","51,04","51,45","52,89","50,80","890,29K","-0,89%"
"18.08.2020","51,50","54,16","54,22","51,26","1,07M","-5,78%"
"17.08.2020","54,66","55,07","55,07","53,16","752,24K","-1,26%"
"14.08.2020","55,36","53,02","56,00","52,95","945,78K","3,26%"
"13.08.2020","53,61","52,57","53,80","52,50","965,30K","0,13%"
"12.08.2020","53,54","55,09","55,09","52,09","982,23K","-1,22%"
"11.08.2020","54,20","56,27","56,72","54,08","1,65M","0,31%"
"10.08.2020","54,03","52,63","54,19","52,01","1,93M","4,28%"
"07.08.2020","51,81","50,61","51,83","49,28","812,01K","2,29%"
"06.08.2020","50,65","51,37","51,50","50,20","997,52K","-1,04%"
"05.08.2020","51,18","49,29","51,61","49,29","1,28M","7,25%"
"04.08.2020","47,72","48,66","49,65","47,21","1,29M","-3,07%"
"03.08.2020","49,23","48,87","49,69","47,67","1,04M","1,17%"
"31.07.2020","48,66","50,17","50,61","47,91","849,86K","-3,03%"
"30.07.2020","50,18","50,93","50,93","49,48","1,08M","-3,80%"
"29.07.2020","52,16","51,38","52,58","51,11","938,09K","2,86%"
"28.07.2020","50,71","50,55","51,68","50,31","1,20M","1,18%"
"27.07.2020","50,12","49,67","50,20","48,66","922,15K","0,08%"
"24.07.2020","50,08","50,75","51,21","49,81","787,11K","-1,61%"
"23.07.2020","50,90","49,00","51,88","48,50","1,30M","2,95%"
"22.07.2020","49,44","48,17","49,92","48,00","1,15M","0,86%"
"21.07.2020","49,02","48,24","49,66","48,09","1,11M","3,55%"
"20.07.2020","47,34","48,83","49,16","47,28","1,28M","-3,84%"
"17.07.2020","49,23","51,37","51,78","49,17","972,65K","-3,96%"
"16.07.2020","51,26","49,71","52,58","49,24","1,82M","0,95%"
"15.07.2020","50,78","49,05","51,19","48,40","2,36M","9,18%"
"14.07.2020","46,51","45,04","47,19","44,32","1,31M","2,47%"
"13.07.2020","45,39","44,33","46,85","43,20","1,58M","2,30%"
"10.07.2020","44,37","42,65","44,59","42,22","1,04M","4,38%"
"09.07.2020","42,51","44,75","44,75","41,80","1,75M","-5,76%"
"08.07.2020","45,11","44,13","45,43","43,91","1,40M","1,10%"
"07.07.2020","44,62","45,59","45,76","44,16","1,35M","-4,04%"
"06.07.2020","46,50","48,43","48,63","45,54","1,69M","-2,02%"
"02.07.2020","47,46","48,34","49,29","46,58","1,51M","1,65%"
"01.07.2020","46,69","47,83","50,15","46,39","1,47M","-2,83%"
"30.06.2020","48,05","48,46","48,89","47,11","1,13M","-1,27%"
"29.06.2020","48,67","45,54","48,91","45,32","2,16M","8,98%"
"26.06.2020","44,66","46,29","47,08","44,20","2,57M","-4,74%"
"25.06.2020","46,88","46,00","47,50","45,65","1,69M","-1,51%"
"24.06.2020","47,60","48,09","48,15","46,76","2,10M","-3,25%"
"23.06.2020","49,20","48,61","49,64","46,96","1,71M","3,58%"
"22.06.2020","47,50","46,50","48,34","45,72","1,67M","1,39%"
"19.06.2020","46,85","50,53","50,81","46,82","3,08M","-5,77%"
"18.06.2020","49,72","48,50","50,74","48,07","1,21M","0,26%"
"17.06.2020","49,59","52,00","52,33","49,59","1,72M","-5,67%"
"16.06.2020","52,57","54,17","54,46","50,64","2,44M","4,78%"
"15.06.2020","50,17","47,26","50,32","47,00","2,27M","1,13%"
"12.06.2020","49,61","54,00","54,88","46,17","5,81M","-5,90%"
"11.06.2020","52,72","53,60","55,75","52,25","2,61M","-11,56%"
"10.06.2020","59,61","62,35","62,48","59,05","1,90M","-6,24%"
"09.06.2020","63,58","65,99","66,44","61,88","2,17M","-8,47%"
"08.06.2020","69,46","64,88","69,80","63,71","2,91M","10,69%"
"05.06.2020","62,75","62,84","64,44","61,65","2,23M","9,84%"
"04.06.2020","57,13","54,80","57,47","52,63","2,19M","3,85%"
"03.06.2020","55,01","51,42","55,43","51,42","2,11M","10,88%"
"02.06.2020","49,61","48,49","50,17","47,93","1,29M","4,18%"
"01.06.2020","47,62","45,81","49,03","45,47","1,59M","4,73%"
"29.05.2020","45,47","48,44","48,44","44,92","7,50M","-8,25%"
"28.05.2020","49,56","53,41","53,41","49,06","1,95M","-7,97%"
"27.05.2020","53,85","52,98","55,29","51,68","2,65M","8,07%"
"26.05.2020","49,83","47,72","50,29","47,50","2,17M","12,87%"
"22.05.2020","44,15","44,50","45,20","43,26","1,28M","-0,36%"
"21.05.2020","44,31","41,94","44,90","40,61","2,13M","5,53%"
"20.05.2020","41,99","42,55","43,49","41,82","1,71M","0,82%"
"19.05.2020","41,65","44,19","44,19","41,40","1,57M","-6,36%"
"18.05.2020","44,48","43,57","45,57","42,97","1,98M","10,62%"
"15.05.2020","40,21","40,01","42,06","39,41","1,62M","-2,47%"
"14.05.2020","41,23","37,96","41,23","36,34","1,74M","4,33%"
"13.05.2020","39,52","41,06","41,06","38,13","1,80M","-6,24%"
"12.05.2020","42,15","44,42","45,30","42,12","1,26M","-3,17%"
"11.05.2020","43,53","44,79","44,97","41,91","2,07M","-5,41%"
"08.05.2020","46,02","44,59","46,10","43,77","1,29M","7,17%"
"07.05.2020","42,94","43,10","45,31","42,89","1,39M","1,04%"
"06.05.2020","42,50","44,68","45,61","41,37","1,48M","-4,00%"
"05.05.2020","44,27","45,66","47,58","43,96","1,55M","-0,36%"
"04.05.2020","44,43","43,08","45,69","41,77","1,31M","-0,54%"
"01.05.2020","44,67","47,02","47,55","44,05","1,91M","-9,26%"
"30.04.2020","49,23","52,08","52,76","49,06","2,21M","-8,75%"
"29.04.2020","53,95","53,58","56,69","52,97","3,06M","6,58%"
"28.04.2020","50,62","52,00","53,49","47,68","2,99M","6,26%"
"27.04.2020","47,64","42,16","48,13","42,06","2,20M","15,18%"
"24.04.2020","41,36","40,14","42,56","39,80","2,37M","4,18%"
"23.04.2020","39,70","39,00","41,10","38,77","1,48M","1,30%"
"22.04.2020","39,19","40,90","41,24","39,16","1,45M","-0,36%"
"21.04.2020","39,33","38,60","39,80","38,30","1,49M","-3,79%"
"20.04.2020","40,88","43,08","44,02","40,62","1,94M","-8,91%"
"17.04.2020","44,88","42,92","45,70","42,92","1,82M","12,09%"
"16.04.2020","40,04","42,11","42,48","39,87","1,34M","-5,41%"
"15.04.2020","42,33","44,83","45,51","41,11","1,88M","-11,74%"
"14.04.2020","47,96","47,62","48,39","46,14","1,28M","4,13%"
"13.04.2020","46,06","49,38","49,51","44,25","1,46M","-6,97%"
"09.04.2020","49,51","50,00","52,99","48,59","2,63M","3,38%"
"08.04.2020","47,89","47,58","48,70","46,73","1,97M","2,48%"
"07.04.2020","46,73","43,68","49,29","43,68","3,52M","17,68%"
"06.04.2020","39,71","33,29","40,42","33,05","3,77M","28,14%"
"03.04.2020","30,99","30,84","31,73","29,02","2,24M","-2,76%"
"02.04.2020","31,87","35,00","35,56","30,54","3,79M","-2,33%"
"01.04.2020","32,63","35,33","35,87","31,82","2,37M","-13,31%"
"31.03.2020","37,64","37,95","40,26","37,30","1,45M","-1,52%"
"30.03.2020","38,22","38,02","38,60","34,14","1,55M","0,58%"
"27.03.2020","38,00","36,57","39,07","34,06","1,89M","-2,64%"
"26.03.2020","39,03","37,52","42,89","36,05","2,98M","4,19%"
"25.03.2020","37,46","36,87","39,44","34,69","2,01M","5,46%"
"24.03.2020","35,52","31,45","35,82","31,45","1,34M","22,27%"
"23.03.2020","29,05","31,86","32,33","28,49","1,57M","-7,98%"
"20.03.2020","31,57","34,59","35,49","31,38","2,14M","-6,87%"
"19.03.2020","33,90","32,37","35,50","29,52","1,84M","1,95%"
"18.03.2020","33,25","35,64","36,00","29,47","1,79M","-11,17%"
"17.03.2020","37,43","41,32","43,85","36,28","2,23M","-8,15%"
"16.03.2020","40,75","43,69","45,45","40,31","1,44M","-19,05%"
"13.03.2020","50,34","46,92","50,34","42,77","1,92M","13,76%"
"12.03.2020","44,25","53,04","53,04","44,02","2,82M","-21,86%"
"11.03.2020","56,63","61,69","61,71","56,35","1,39M","-10,95%"
"10.03.2020","63,59","63,86","65,28","60,92","1,32M","3,40%"
"09.03.2020","61,50","63,86","64,60","60,35","1,52M","-11,10%"
"06.03.2020","69,18","68,00","70,57","67,32","1,37M","-0,95%"
"05.03.2020","69,84","71,26","71,98","68,96","1,31M","-5,35%"
"04.03.2020","73,79","72,59","73,88","71,32","1,05M","2,59%"
"03.03.2020","71,93","74,22","76,50","70,68","1,17M","-3,57%"
"02.03.2020","74,59","74,80","75,04","71,93","1,29M","0,65%"
"28.02.2020","74,11","70,30","74,80","70,30","1,83M","1,44%"
"27.02.2020","73,06","72,04","76,52","70,09","1,70M","-1,32%"
"26.02.2020","74,04","77,46","78,26","73,35","1,39M","-3,79%"
"25.02.2020","76,96","81,89","82,03","76,46","1,26M","-5,26%"
"24.02.2020","81,23","80,40","82,40","79,51","1,16M","-4,06%"
"21.02.2020","84,67","85,90","86,08","84,06","798,03K","-2,54%"
"20.02.2020","86,88","86,01","88,11","86,01","812,49K","0,87%"
"19.02.2020","86,13","86,42","86,93","85,86","947,15K","-0,25%"
"18.02.2020","86,35","88,05","89,09","85,72","1,15M","-3,38%"
"14.02.2020","89,37","89,25","89,75","88,27","863,38K","0,10%"
"13.02.2020","89,28","88,61","89,67","88,13","900,98K","-0,68%"
"12.02.2020","89,89","88,71","91,93","88,22","1,49M","4,33%"
"11.02.2020","86,16","85,93","86,99","85,11","753,78K","0,93%"
"10.02.2020","85,37","85,93","86,80","85,10","1,15M","-1,25%"
"07.02.2020","86,45","87,87","88,88","86,28","883,88K","-2,73%"
"06.02.2020","88,88","90,63","91,00","88,61","950,96K","-1,24%"
"05.02.2020","90,00","88,89","91,19","88,75","2,27M","3,27%"
"04.02.2020","87,15","88,42","89,99","87,03","1,18M","0,84%"
"03.02.2020","86,42","87,60","88,69","86,26","1,04M","-0,86%"
"31.01.2020","87,17","91,06","91,17","86,67","931,66K","-4,63%"
"30.01.2020","91,40","88,84","91,56","88,38","719,49K","1,66%"
"29.01.2020","89,91","90,80","91,76","89,75","851,39K","-0,32%"
"28.01.2020","90,20","92,25","92,47","90,06","895,33K","-1,33%"
"27.01.2020","91,42","92,44","93,24","91,24","997,89K","-3,72%"
"24.01.2020","94,95","97,15","97,47","94,06","556,15K","-2,00%"
"23.01.2020","96,89","96,82","97,49","95,09","569,37K","-1,21%"
"22.01.2020","98,08","99,11","99,49","98,05","471,21K","-0,70%"
"21.01.2020","98,77","100,43","100,62","98,76","840,44K","-2,16%"
"17.01.2020","100,95","99,98","100,98","99,40","717,00K","1,57%"
"16.01.2020","99,39","99,52","100,78","99,04","603,21K","0,66%"
"15.01.2020","98,74","99,21","99,94","98,19","741,73K","-1,16%"
"14.01.2020","99,90","100,01","101,27","99,82","792,17K","-0,35%"
"13.01.2020","100,25","100,63","101,25","99,75","657,73K","-0,23%"
"10.01.2020","100,48","103,27","103,43","100,42","930,75K","-2,73%"
"09.01.2020","103,30","106,54","107,40","100,33","1,92M","-2,76%"
"08.01.2020","106,23","106,72","108,06","105,61","631,88K","0,55%"
"07.01.2020","105,65","105,64","106,80","104,69","552,74K","0,01%"
"06.01.2020","105,64","102,38","105,71","101,97","684,09K","2,28%"
"03.01.2020","103,29","103,57","104,84","102,85","641,96K","-1,96%"
"02.01.2020","105,35","105,94","106,41","104,55","835,40K","0,19%"
"31.12.2019","105,15","104,01","105,60","103,60","383,29K","1,10%"
"30.12.2019","104,01","104,08","105,08","103,14","356,88K","-0,04%"
"27.12.2019","104,05","104,81","105,73","103,86","497,86K","-0,81%"
"26.12.2019","104,90","105,00","105,72","104,34","290,93K","0,22%"
"24.12.2019","104,67","105,07","105,12","103,98","190,87K","-0,22%"
"23.12.2019","104,90","105,29","105,42","104,09","674,59K","-0,31%"
"20.12.2019","105,23","105,30","105,90","104,64","966,90K","0,54%"
"19.12.2019","104,66","106,47","106,86","104,59","847,69K","-2,10%"
"18.12.2019","106,91","105,77","107,30","105,08","753,73K","1,46%"
"17.12.2019","105,37","104,43","105,52","103,53","946,45K","0,83%"
"16.12.2019","104,50","105,44","106,20","104,13","647,07K","0,09%"
"13.12.2019","104,41","105,83","106,99","104,24","883,55K","-0,68%"
"12.12.2019","105,13","102,77","105,37","101,62","799,35K","2,57%"
"11.12.2019","102,50","100,96","102,67","100,30","775,88K","1,12%"
"10.12.2019","101,36","102,24","103,77","101,28","832,07K","-0,89%"
"09.12.2019","102,27","101,37","102,81","101,00","837,51K","0,85%"
"06.12.2019","101,41","101,28","103,44","101,21","955,17K","0,68%"
"05.12.2019","100,73","98,14","100,76","97,88","1,26M","3,47%"
"04.12.2019","97,35","94,19","97,77","93,51","1,04M","3,49%"
"03.12.2019","94,07","94,73","94,96","93,29","1,23M","-2,75%"
"02.12.2019","96,73","97,14","97,94","96,03","977,12K","-0,24%"
"29.11.2019","96,96","96,87","98,06","95,88","559,87K","-0,50%"
"27.11.2019","97,45","99,57","99,86","96,60","1,12M","-2,60%"
"26.11.2019","100,05","102,00","103,00","99,41","2,39M","-0,53%"
"25.11.2019","100,58","100,72","100,99","99,00","2,03M","0,76%"
"22.11.2019","99,82","98,47","100,33","97,39","1,07M","2,74%"
"21.11.2019","97,16","97,77","98,73","96,78","1,68M","-0,66%"
"20.11.2019","97,81","98,17","98,19","96,27","1,02M","-0,40%"
"19.11.2019","98,20","99,52","99,75","97,71","865,59K","-1,61%"
"18.11.2019","99,81","99,59","99,92","97,81","790,91K","-0,11%"
"15.11.2019","99,92","98,57","99,95","97,75","745,42K","2,13%"
"14.11.2019","97,84","97,17","98,60","96,89","596,88K","1,15%"
"13.11.2019","96,73","96,16","96,94","95,47","609,82K","-0,15%"
"12.11.2019","96,88","97,10","97,96","96,08","591,63K","0,17%"
"11.11.2019","96,72","97,21","97,75","96,20","602,11K","-1,27%"
"08.11.2019","97,96","97,47","98,12","95,43","891,13K","0,31%"
"07.11.2019","97,66","96,95","100,92","96,72","1,49M","4,79%"
"06.11.2019","93,20","94,58","94,74","92,35","1,02M","-1,84%"
"05.11.2019","94,95","93,66","96,93","93,42","1,25M","1,68%"
"04.11.2019","93,38","91,01","93,45","90,91","891,32K","3,65%"
"01.11.2019","90,09","88,09","90,19","88,09","665,83K","3,36%"
"31.10.2019","87,16","87,90","88,30","85,23","905,97K","-1,38%"
"30.10.2019","88,38","88,59","89,10","87,44","624,57K","-0,05%"
"29.10.2019","88,42","89,42","89,61","88,23","867,16K","-1,39%"
"28.10.2019","89,67","90,95","93,22","89,61","1,12M","-3,34%"
"25.10.2019","92,77","89,02","93,37","89,02","798,43K","2,12%"
"24.10.2019","90,84","92,13","92,42","89,58","659,43K","-0,99%"
"23.10.2019","91,75","92,29","92,47","90,71","889,87K","-0,69%"
"22.10.2019","92,39","89,48","92,74","88,97","1,17M","3,40%"
"21.10.2019","89,35","88,47","90,33","88,47","891,36K","2,24%"
"18.10.2019","87,39","86,07","87,57","85,52","797,63K","0,01%"
"17.10.2019","87,38","88,50","88,99","86,71","951,07K","-0,31%"
"16.10.2019","87,65","87,43","88,75","87,36","637,55K","0,10%"
"15.10.2019","87,56","87,17","88,67","86,54","588,31K","0,71%"
"14.10.2019","86,94","86,92","87,72","85,28","827,34K","-0,89%"
"11.10.2019","87,72","85,22","88,71","85,22","1,20M","4,68%"
"10.10.2019","83,80","83,01","84,86","82,56","1,12M","1,26%"
"09.10.2019","82,76","81,94","83,25","81,63","914,23K","2,41%"
"08.10.2019","80,81","82,46","82,76","80,43","1,07M","-3,46%"
"07.10.2019","83,71","84,27","84,76","83,52","989,49K","-0,91%"
"04.10.2019","84,48","83,93","84,68","82,78","1,36M","0,73%"
"03.10.2019","83,87","82,88","84,02","81,12","1,23M","1,17%"
"02.10.2019","82,90","84,59","85,09","82,64","1,21M","-3,22%"
"01.10.2019","85,66","88,70","89,70","85,66","1,58M","-2,91%"
"30.09.2019","88,23","88,02","88,68","87,46","753,17K","0,58%"
"27.09.2019","87,72","87,10","89,06","86,88","764,55K","1,08%"
"26.09.2019","86,78","87,37","87,61","86,41","920,22K","-0,55%"
"25.09.2019","87,26","85,96","87,74","85,60","918,10K","1,76%"
"24.09.2019","85,75","87,53","87,53","84,77","846,20K","-1,44%"
"23.09.2019","87,00","85,26","87,72","84,43","1,09M","1,03%"
"20.09.2019","86,11","87,36","88,75","86,01","1,43M","-0,73%"
"19.09.2019","86,74","89,16","89,16","86,13","1,06M","-2,56%"
